#      MET_(days)     MET_(hours)  Alt_J2_(km)  Alt_mer(km)  Perigee_(km)   Apogee_(km)  Latitude  Longitude  Eccentricity   TrueAnomly  Atm_Drag_(N)
      0.247685185       5.9444444     206.4684     210.9876      149.7888      593.2240 -19.81962  129.17627   0.032882584  315.0683298    1.4474e-02
      0.248263889       5.9583333     197.5168     202.3280      149.7869      593.2106 -18.55160  132.34302   0.032881762  318.4977242    1.8868e-02
      0.248842593       5.9722222     189.1365     194.2361      149.7849      593.1927 -17.22079  135.46786   0.032880641  321.9355981    2.4450e-02
      0.249421296       5.9861111     181.3622     186.7425      149.7826      593.1693 -15.83230  138.55241   0.032879128  325.3813417    3.1477e-02
      0.250000000       6.0000000     174.2267     179.8757      149.7803      593.1386 -14.39135  141.59885   0.032877112  328.8343167    4.0221e-02
      0.250578704       6.0138889     167.7600     173.6620      149.7779      593.0991 -12.90318  144.60981   0.032874461  332.2938662    5.0947e-02
      0.251157407       6.0277778     161.9901     168.1251      149.7755      593.0486 -11.37307  147.58834   0.032871023  335.7593268    6.3843e-02
      0.251736111       6.0416667     156.9418     163.2864      149.7733      592.9851  -9.80632  150.53785   0.032866638  339.2300440    7.8924e-02
      0.252314815       6.0555556     152.6371     159.1647      149.7713      592.9065  -8.20821  153.46203   0.032861157  342.7053878    9.5890e-02
      0.252893519       6.0694444     149.0948     155.7760      149.7697      592.8115  -6.58403  156.36478   0.032854465  346.1847646    1.1404e-01
      0.253472222       6.0833333     146.3304     153.1332      149.7686      592.6996  -4.93905  159.25023   0.032846525  349.6676184    1.3186e-01
      0.254050926       6.0972222     144.3561     151.2467      149.7679      592.5721  -3.27855  162.12262   0.032837430  353.1534187    1.4746e-01
      0.254629630       6.1111111     143.1803     150.1236      149.7676      592.4323  -1.60778  164.98630   0.032827424  356.6416164    1.5861e-01
      0.255208333       6.1250000     142.8082     149.7682      149.7676      592.2855   0.06802  167.84569   0.032816897    0.1315907    1.6342e-01
      0.255787037       6.1388889     143.2411     150.1815      149.7676      592.1383   1.74360  170.70525   0.032806341    3.6225980    1.6092e-01
      0.256365741       6.1527778     144.4769     151.3617      149.7673      591.9975   3.41372  173.56943   0.032796258    7.1137505    1.5149e-01
      0.256944444       6.1666667     146.5098     153.3039      149.7667      591.8686   5.07312  176.44265   0.032787068   10.6040372    1.3669e-01
      0.257523148       6.1805556     149.3304     156.0003      149.7655      591.7556   6.71656  179.32926   0.032779046   14.0923802    1.1875e-01
      0.258101852       6.1944444     152.9262     159.4400      149.7639      591.6600   8.33877 -177.76650   0.032772310   17.5777001    9.9801e-02
      0.258680556       6.2083333     157.2809     163.6094      149.7620      591.5816   9.93448 -174.84053   0.032766837   21.0589717    8.1675e-02
      0.259259259       6.2222222     162.3753     168.4922      149.7598      591.5190  11.49841 -171.88891   0.032762512   24.5352526    6.5367e-02
      0.259837963       6.2361111     168.1870     174.0692      149.7575      591.4700  13.02526 -168.90799   0.032759175   28.0056899    5.1370e-02
      0.260416667       6.2500000     174.6908     180.3187      149.7552      591.4324  14.50975 -165.89438   0.032756652   31.4695152    3.9771e-02
      0.260995370       6.2638889     181.8587     187.2167      149.7530      591.4040  15.94661 -162.84506   0.032754778   34.9260338    3.0408e-02
      0.261574074       6.2777778     189.6601     194.7366      149.7510      591.3827  17.33059 -159.75741   0.032753409   38.3746133    2.3004e-02
      0.262152778       6.2916667     198.0623     202.8499      149.7492      591.3671  18.65649 -156.62930   0.032752424   41.8146743    1.7245e-02
      0.262731481       6.3055556     207.0302     211.5259      149.7476      591.3556  19.91919 -153.45917   0.032751724   45.2456835    1.2827e-02
      0.263310185       6.3194444     216.5272     220.7320      149.7463      591.3473  21.11368 -150.24605   0.032751234   48.6671498    9.4777e-03
      0.263888889       6.3333333     226.5149     230.4340      149.7451      591.3414  22.23507 -146.98970   0.032750894   52.0786216    6.9651e-03
      0.264467593       6.3472222     236.9533     240.5962      149.7442      591.3371  23.27868 -143.69059   0.032750663   55.4796863    5.0970e-03
      0.265046296       6.3611111     247.8016     251.1813      149.7434      591.3341  24.24007 -140.35004   0.032750506   58.8699701    3.7187e-03
      0.265625000       6.3750000     259.0179     262.1510      149.7428      591.3320  25.11509 -136.97018   0.032750402   62.2491384    2.7081e-03
      0.266203704       6.3888889     270.5595     273.4660      149.7423      591.3305  25.89991 -133.55398   0.032750333   65.6168968    1.9707e-03
      0.266782407       6.4027778     282.3833     285.0862      149.7419      591.3295  26.59115 -130.10530   0.032750289   68.9729915    1.4344e-03
      0.267361111       6.4166667     294.4459     296.9705      149.7416      591.3287  27.18585 -126.62878   0.032750261   72.3172106    1.0454e-03
      0.267939815       6.4305556     306.7039     309.0778      149.7413      591.3282  27.68159 -123.12981   0.032750243   75.6493838    7.6352e-04
      0.268518519       6.4444444     319.1137     321.3664      149.7411      591.3279  28.07649 -119.61441   0.032750233   78.9693833    5.5931e-04
      0.269097222       6.4583333     331.6324     333.7943      149.7409      591.3276  28.36929 -116.08915   0.032750227   82.2771231    4.1127e-04
      0.269675926       6.4722222     344.2171     346.3198      149.7408      591.3274  28.55934 -112.56097   0.032750224   85.5725592    3.0380e-04
      0.270254630       6.4861111     356.8258     358.9012      149.7407      591.3273  28.64661 -109.03699   0.032750222   88.8556885    2.2560e-04
      0.270833333       6.5000000     369.4170     371.4970      149.7406      591.3272  28.63173 -105.52440   0.032750222   92.1265480    1.6854e-04
      0.271412037       6.5138889     381.9501     384.0662      149.7406      591.3271  28.51592 -102.03023   0.032750222   95.3852141    1.2674e-04
      0.271990741       6.5277778     394.3854     396.5683      149.7405      591.3271  28.30099  -98.56120   0.032750223   98.6318013    9.5990e-05
      0.272569444       6.5416667     406.6844     408.9636      149.7405      591.3271  27.98930  -95.12357   0.032750224  101.8664607    7.3243e-05
      0.273148148       6.5555556     418.8095     421.2129      149.7405      591.3270  27.58369  -91.72299   0.032750224  105.0893787    5.6364e-05
      0.273726852       6.5694444     430.7244     433.2782      149.7404      591.3270  27.08742  -88.36446   0.032750225  108.3007755    4.3752e-05
      0.274305556       6.5833333     442.3941     445.1223      149.7404      591.3270  26.50412  -85.05216   0.032750226  111.5009038    3.4274e-05
      0.274884259       6.5972222     453.7848     456.7090      149.7404      591.3270  25.83770  -81.78950   0.032750227  114.6900468    2.7104e-05
      0.275462963       6.6111111     464.8643     468.0034      149.7404      591.3270  25.09231  -78.57906   0.032750227  117.8685170    2.1648e-05
      0.276041667       6.6250000     475.6017     478.9717      149.7404      591.3270  24.27224  -75.42258   0.032750228  121.0366543    1.7466e-05
      0.276620370       6.6388889     485.9673     489.5816      149.7404      591.3270  23.38189  -72.32107   0.032750228  124.1948244    1.4237e-05
      0.277199074       6.6527778     495.9332     499.8019      149.7404      591.3270  22.42572  -69.27476   0.032750229  127.3434176    1.1724e-05
      0.277777778       6.6666667     505.4728     509.6031      149.7403      591.3270  21.40818  -66.28323   0.032750229  130.4828468    9.7518e-06
      0.278356481       6.6805556     514.5612     518.9568      149.7403      591.3270  20.33369  -63.34546   0.032750230  133.6135460    8.1905e-06
      0.278935185       6.6944444     523.1747     527.8365      149.7403      591.3270  19.20658  -60.45989   0.032750230  136.7359691    6.9435e-06
      0.279513889       6.7083333     531.2914     536.2170      149.7403      591.3270  18.03113  -57.62448   0.032750230  139.8505879    5.9384e-06
      0.280092593       6.7222222     538.8909     544.0749      149.7403      591.3270  16.81146  -54.83679   0.032750231  142.9578913    5.1213e-06
      0.280671296       6.7361111     545.9541     551.3881      149.7403      591.3270  15.55162  -52.09407   0.032750231  146.0583833    4.4518e-06
      0.281250000       6.7500000     552.4637     558.1365      149.7403      591.3270  14.25551  -49.39326   0.032750231  149.1525821    3.8998e-06
      0.281828704       6.7638889     558.4038     564.3015      149.7403      591.3270  12.92688  -46.73109   0.032750231  152.2410184    3.4425e-06
      0.282407407       6.7777778     563.7599     569.8662      149.7403      591.3270  11.56940  -44.10408   0.032750231  155.3242343    3.0631e-06
      0.282986111       6.7916667     568.5194     574.8156      149.7403      591.3270  10.18658  -41.50863   0.032750232  158.4027822    2.7488e-06
      0.283564815       6.8055556     572.6708     579.1362      149.7403      591.3270   8.78184  -38.94100   0.032750232  161.4772231    2.4901e-06
      0.284143519       6.8194444     576.2044     582.8163      149.7403      591.3270   7.35850  -36.39738   0.032750232  164.5481261    2.2799e-06
      0.284722222       6.8333333     579.1118     585.8461      149.7403      591.3270   5.91976  -33.87388   0.032750232  167.6160666    2.1130e-06
      0.285300926       6.8472222     581.3863     588.2174      149.7403      591.3270   4.46877  -31.36657   0.032750232  170.6816255    1.9858e-06
      0.285879630       6.8611111     583.0225     589.9240      149.7403      591.3270   3.00862  -28.87148   0.032750232  173.7453882    1.8959e-06
      0.286458333       6.8750000     584.0166     590.9612      149.7403      591.3270   1.54234  -26.38462   0.032750232  176.8079432    1.8423e-06
      0.287037037       6.8888889     584.3664     591.3264      149.7403      591.3270   0.07292  -23.90196   0.032750232  179.8698812    1.8251e-06
      0.287615741       6.9027778     584.0710     591.0184      149.7403      591.3270  -1.39664  -21.41951   0.032750233  182.9317941    1.8461e-06
      0.288194444       6.9166667     583.1312     590.0382      149.7403      591.3270  -2.86338  -18.93322   0.032750233  185.9942736    1.9089e-06
      0.288773148       6.9305556     581.5491     588.3884      149.7403      591.3270  -4.32428  -16.43911   0.032750233  189.0579107    2.0191e-06
      0.289351852       6.9444444     579.3283     586.0733      149.7403      591.3270  -5.77633  -13.93317   0.032750233  192.1232940    2.1845e-06
      0.289930556       6.9583333     576.4741     583.0992      149.7403      591.3270  -7.21643  -11.41142   0.032750233  195.1910093    2.4161e-06
      0.290509259       6.9722222     572.9931     579.4740      149.7403      591.3270  -8.64147   -8.86993   0.032750233  198.2616379    2.7283e-06
      0.291087963       6.9861111     568.8935     575.2074      149.7403      591.3270 -10.04823   -6.30480   0.032750233  201.3357556    3.1397e-06
      0.291666667       7.0000000     564.1850     570.3110      149.7403      591.3270 -11.43340   -3.71222   0.032750234  204.4139322    3.6734e-06
      0.292245370       7.0138889     558.8789     564.7980      149.7403      591.3270 -12.79358   -1.08844   0.032750234  207.4967294    4.3582e-06
      0.292824074       7.0277778     552.9877     558.6834      149.7403      591.3270 -14.12525    1.57016   0.032750234  210.5847002    5.2298e-06
      0.293402778       7.0416667     546.5257     551.9839      149.7403      591.3270 -15.42479    4.26707   0.032750234  213.6783878    6.3320e-06
      0.293981481       7.0555556     539.5088     544.7179      149.7403      591.3270 -16.68844    7.00559   0.032750235  216.7783238    7.7191e-06
      0.294560185       7.0694444     531.9541     536.9055      149.7403      591.3270 -17.91229    9.78879   0.032750235  219.8850275    9.4586e-06
      0.295138889       7.0833333     523.8805     528.5686      149.7402      591.3270 -19.09235   12.61946   0.032750236  222.9990040    1.1636e-05
      0.295717593       7.0972222     515.3083     519.7303      149.7402      591.3270 -20.22447   15.50009   0.032750236  226.1207434    1.4359e-05
      0.296296296       7.1111111     506.2595     510.4159      149.7402      591.3270 -21.30440   18.43273   0.032750237  229.2507192    1.7766e-05
      0.296875000       7.1250000     496.7573     500.6517      149.7402      591.3270 -22.32781   21.41902   0.032750238  232.3893864    2.2036e-05
      0.297453704       7.1388889     486.8268     490.4658      149.7402      591.3270 -23.29028   24.46002   0.032750239  235.5371808    2.7400e-05
      0.298032407       7.1527778     476.4942     479.8879      149.7402      591.3270 -24.18736   27.55622   0.032750240  238.6945169    3.4156e-05
      0.298611111       7.1666667     465.7876     468.9487      149.7402      591.3270 -25.01460   30.70744   0.032750241  241.8617866    4.2696e-05
      0.299189815       7.1805556     454.7362     457.6808      149.7401      591.3269 -25.76760   33.91278   0.032750242  245.0393575    5.3529e-05
      0.299768519       7.1944444     443.3709     446.1176      149.7401      591.3269 -26.44202   37.17055   0.032750244  248.2275712    6.7335e-05
      0.300347222       7.2083333     431.7240     434.2940      149.7400      591.3269 -27.03373   40.47826   0.032750246  251.4267420    8.4984e-05
      0.300925926       7.2222222     419.8289     422.2461      149.7400      591.3269 -27.53877   43.83258   0.032750247  254.6371548    1.0766e-04
      0.301504630       7.2361111     407.7207     410.0109      149.7399      591.3268 -27.95348   47.22940   0.032750249  257.8590637    1.3691e-04
      0.302083333       7.2500000     395.4354     397.6265      149.7398      591.3268 -28.27457   50.66380   0.032750250  261.0926905    1.7520e-04
      0.302662037       7.2638889     383.0106     385.1319      149.7398      591.3267 -28.49914   54.13019   0.032750252  264.3382224    2.2483e-04
      0.303240741       7.2777778     370.4847     372.5669      149.7396      591.3266 -28.62480   57.62237   0.032750252  267.5958112    2.8984e-04
      0.303819444       7.2916667     357.8973     359.9717      149.7395      591.3264 -28.64967   61.13364   0.032750252  270.8655711    3.7542e-04
      0.304398148       7.3055556     345.2889     347.3875      149.7393      591.3262 -28.57246   64.65700   0.032750250  274.1475771    4.8861e-04
      0.304976852       7.3194444     332.7009     334.8556      149.7391      591.3259 -28.39251   68.18527   0.032750245  277.4418638    6.3890e-04
      0.305555556       7.3333333     320.1754     322.4177      149.7389      591.3255 -28.10976   71.71131   0.032750236  280.7484238    8.3915e-04
      0.306134259       7.3472222     307.7549     310.1157      149.7385      591.3249 -27.72481   75.22815   0.032750220  284.0672058    1.1067e-03
      0.306712963       7.3611111     295.4827     297.9913      149.7381      591.3242 -27.23887   78.72919   0.032750194  287.3981140    1.4645e-03
      0.307291667       7.3750000     283.4021     286.0863      149.7377      591.3231 -26.65374   82.20833   0.032750154  290.7410063    1.9433e-03
      0.307870370       7.3888889     271.5565     274.4421      149.7371      591.3216 -25.97181   85.66012   0.032750093  294.0956932    2.5830e-03
      0.308449074       7.4027778     259.9895     263.0995      149.7364      591.3196 -25.19597   89.07984   0.032750001  297.4619372    3.4354e-03
      0.309027778       7.4166667     248.7440     252.0987      149.7355      591.3168 -24.32959   92.46356   0.032749866  300.8394519    4.5662e-03
      0.309606481       7.4305556     237.8628     241.4793      149.7345      591.3130 -23.37643   95.80821   0.032749669  304.2279016    6.0582e-03
      0.310185185       7.4444444     227.3878     231.2795      149.7333      591.3077 -22.34063   99.11157   0.032749385  307.6269018    8.0143e-03
      0.310763889       7.4583333     217.3601     221.5367      149.7319      591.3006 -21.22660  102.37226   0.032748983  311.0360197    1.0561e-02
      0.311342593       7.4722222     207.8196     212.2867      149.7303      591.2911 -20.03901  105.58972   0.032748421  314.4547754    1.3852e-02
      0.311921296       7.4861111     198.8047     203.5639      149.7285      591.2782 -18.78271  108.76413   0.032747642  317.8826448    1.8072e-02
      0.312500000       7.5000000     190.3523     195.4009      149.7264      591.2612 -17.46272  111.89637   0.032746576  321.3190623    2.3440e-02
      0.313078704       7.5138889     182.4976     187.8285      149.7242      591.2388 -16.08415  114.98797   0.032745136  324.7634262    3.0207e-02
      0.313657407       7.5277778     175.2733     180.8754      149.7219      591.2095 -14.65220  118.04099   0.032743213  328.2151048    3.8646e-02
      0.314236111       7.5416667     168.7101     174.5682      149.7195      591.1716 -13.17210  121.05801   0.032740678  331.6734463    4.9024e-02
      0.314814815       7.5555556     162.8362     168.9311      149.7171      591.1231 -11.64913  124.04201   0.032737383  335.1377905    6.1548e-02
      0.315393519       7.5694444     157.6768     163.9858      149.7148      591.0619 -10.08858  126.99634   0.032733169  338.6074833    7.6273e-02
      0.315972222       7.5833333     153.2544     159.7514      149.7128      590.9860  -8.49575  129.92464   0.032727881  342.0818931    9.2963e-02
      0.316550926       7.5972222     149.5883     156.2443      149.7111      590.8939  -6.87590  132.83079   0.032721398  345.5604238    1.1093e-01
      0.317129630       7.6111111     146.6946     153.4780      149.7099      590.7847  -5.23433  135.71888   0.032713663  349.0425166    1.2902e-01
      0.317708333       7.6250000     144.5859     151.4634      149.7091      590.6597  -3.57630  138.59314   0.032704747  352.5276443    1.4518e-01
      0.318287037       7.6388889     143.2714     150.2079      149.7088      590.5216  -1.90706  141.45790   0.032694863  356.0152692    1.5729e-01
      0.318865741       7.6527778     142.7568     149.7164      149.7087      590.3754  -0.23186  144.31757   0.032684379  359.5047918    1.6335e-01
      0.319444444       7.6666667     143.0441     149.9906      149.7087      590.2275   1.44406  147.17662   0.032673774    2.9954973    1.6218e-01
      0.320023148       7.6805556     144.1318     151.0292      149.7085      590.0849   3.11545  150.03949   0.032663554    6.4865266    1.5391e-01
      0.320601852       7.6944444     146.0148     152.8277      149.7079      589.9533   4.77708  152.91062   0.032654161    9.9768902    1.3993e-01
      0.321180556       7.7083333     148.6844     155.3789      149.7069      589.8371   6.42369  155.79438   0.032645900   13.4655195    1.2238e-01
      0.321759259       7.7222222     152.1285     158.6725      149.7054      589.7381   8.05002  158.69502   0.032638915   16.9513325    1.0343e-01
      0.322337963       7.7361111     156.3318     162.6956      149.7035      589.6566   9.65081  161.61669   0.032633207   20.4332927    8.5046e-02
      0.322916667       7.7500000     161.2756     167.4322      149.7013      589.5911  11.22077  164.56333   0.032628675   23.9104438    6.8328e-02
      0.323495370       7.7638889     166.9381     172.8638      149.6990      589.5397  12.75461  167.53866   0.032625163   27.3819186    5.3868e-02
      0.324074074       7.7777778     173.2946     178.9693      149.6967      589.5001  14.24706  170.54612   0.032622498   30.8469366    4.1814e-02
      0.324652778       7.7916667     180.3178     185.7251      149.6945      589.4701  15.69283  173.58881   0.032620513   34.3047931    3.2042e-02
      0.325231481       7.8055556     187.9777     193.1053      149.6925      589.4476  17.08667  176.66941   0.032619059   37.7548479    2.4287e-02
      0.325810185       7.8194444     196.2420     201.0817      149.6906      589.4310  18.42337  179.79016   0.032618008   41.1965150    1.8240e-02
      0.326388889       7.8333333     205.0762     209.6242      149.6890      589.4188  19.69779 -177.04726   0.032617261   44.6292559    1.3590e-02
      0.326967593       7.8472222     214.4440     218.7006      149.6876      589.4100  20.90490 -173.84179   0.032616735   48.0525742    1.0058e-02
      0.327546296       7.8611111     224.3075     228.2772      149.6864      589.4037  22.03978 -170.59303   0.032616370   51.4660136    7.4044e-03
      0.328125000       7.8750000     234.6272     238.3186      149.6854      589.3991  23.09771 -167.30132   0.032616121   54.8691563    5.4280e-03
      0.328703704       7.8888889     245.3624     248.7881      149.6846      589.3959  24.07421 -163.96783   0.032615951   58.2616231    3.9674e-03
      0.329282407       7.9027778     256.4717     259.6475      149.6839      589.3936  24.96504 -160.59452   0.032615838   61.6430737    2.8948e-03
      0.329861111       7.9166667     267.9125     270.8580      149.6834      589.3920  25.76634 -157.18424   0.032615764   65.0132075    2.1108e-03
      0.330439815       7.9305556     279.6422     282.3796      149.6830      589.3909  26.47462 -153.74066   0.032615715   68.3717642    1.5396e-03
      0.331018519       7.9444444     291.6173     294.1718      149.6826      589.3901  27.08683 -150.26829   0.032615684   71.7185250    1.1243e-03
      0.331597222       7.9583333     303.7947     306.1935      149.6824      589.3895  27.60047 -146.77240   0.032615664   75.0533128    8.2268e-04
      0.332175926       7.9722222     316.1310     318.4031      149.6822      589.3891  28.01354 -143.25891   0.032615653   78.3759922    6.0367e-04
      0.332754630       7.9861111     328.5833     330.7590      149.6820      589.3889  28.32466 -139.73429   0.032615646   81.6864702    4.4453e-04
      0.333333333       8.0000000     341.1087     343.2196      149.6818      589.3887  28.53306 -136.20544   0.032615642   84.9846950    3.2875e-04
      0.333912037       8.0138889     353.6654     355.7433      149.6817      589.3885  28.63861 -132.67945   0.032615640   88.2706561    2.4433e-04
      0.334490741       8.0277778     366.2118     368.2886      149.6817      589.3884  28.64181 -129.16354   0.032615640   91.5443833    1.8262e-04
      0.335069444       8.0416667     378.7073     380.8147      149.6816      589.3884  28.54377 -125.66475   0.032615640   94.8059454    1.3736e-04
      0.335648148       8.0555556     391.1123     393.2812      149.6815      589.3883  28.34621 -122.18991   0.032615641   98.0554497    1.0403e-04
      0.336226852       8.0694444     403.3880     405.6481      149.6815      589.3883  28.05138 -118.74534   0.032615641  101.2930400    7.9365e-05
      0.336805556       8.0833333     415.4970     417.8766      149.6815      589.3883  27.66203 -115.33686   0.032615642  104.5188957    6.1051e-05
      0.337384259       8.0972222     427.4028     429.9283      149.6814      589.3882  27.18137 -111.96955   0.032615643  107.7332303    4.7365e-05
      0.337962963       8.1111111     439.0702     441.7661      149.6814      589.3882  26.61295 -108.64777   0.032615644  110.9362898    3.7081e-05
      0.338541667       8.1250000     450.4656     453.3538      149.6814      589.3882  25.96064 -105.37508   0.032615645  114.1283508    2.9305e-05
      0.339120370       8.1388889     461.5563     464.6563      149.6814      589.3882  25.22856 -102.15419   0.032615645  117.3097197    2.3388e-05
      0.339699074       8.1527778     472.3113     475.6399      149.6814      589.3882  24.42098  -98.98701   0.032615646  120.4807303    1.8855e-05
      0.340277778       8.1666667     482.7010     486.2718      149.6814      589.3882  23.54229  -95.87466   0.032615646  123.6417427    1.5357e-05
      0.340856481       8.1805556     492.6972     496.5210      149.6813      589.3882  22.59693  -92.81752   0.032615647  126.7931414    1.2636e-05
      0.341435185       8.1944444     502.2732     506.3576      149.6813      589.3882  21.58937  -89.81529   0.032615647  129.9353342    1.0501e-05
      0.342013889       8.2083333     511.4038     515.7532      149.6813      589.3882  20.52404  -86.86705   0.032615648  133.0687499    8.8117e-06
      0.342592593       8.2222222     520.0652     524.6811      149.6813      589.3882  19.40529  -83.97130   0.032615648  136.1938375    7.4628e-06
      0.343171296       8.2361111     528.2354     533.1158      149.6813      589.3882  18.23741  -81.12611   0.032615648  139.3110645    6.3758e-06
      0.343750000       8.2500000     535.8936     541.0336      149.6813      589.3882  17.02456  -78.32911   0.032615649  142.4209151    5.4922e-06
      0.344328704       8.2638889     543.0207     548.4125      149.6813      589.3882  15.77081  -75.57758   0.032615649  145.5238894    4.7681e-06
      0.344907407       8.2777778     549.5991     555.2319      149.6813      589.3882  14.48007  -72.86851   0.032615649  148.6205014    4.1707e-06
      0.345486111       8.2916667     555.6127     561.4731      149.6813      589.3882  13.15615  -70.19867   0.032615649  151.7112784    3.6754e-06
      0.346064815       8.3055556     561.0470     567.1190      149.6813      589.3882  11.80272  -67.56461   0.032615650  154.7967588    3.2639e-06
      0.346643519       8.3194444     565.8888     572.1541      149.6813      589.3882  10.42333  -64.96274   0.032615650  157.8774918    2.9225e-06
      0.347222222       8.3333333     570.1267     576.5649      149.6813      589.3882   9.02142  -62.38935   0.032615650  160.9540353    2.6407e-06
      0.347800926       8.3472222     573.7506     580.3393      149.6813      589.3882   7.60032  -59.84063   0.032615650  164.0269556    2.4109e-06
      0.348379630       8.3611111     576.7519     583.4673      149.6813      589.3882   6.16326  -57.31270   0.032615650  167.0968253    2.2274e-06
      0.348958333       8.3750000     579.1237     585.9405      149.6813      589.3882   4.71342  -54.80163   0.032615650  170.1642229    2.0861e-06
      0.349537037       8.3888889     580.8605     587.7521      149.6813      589.3882   3.25389  -52.30345   0.032615651  173.2297314    1.9843e-06
      0.350115741       8.4027778     581.9581     588.8975      149.6813      589.3882   1.78771  -49.81418   0.032615651  176.2939373    1.9205e-06
      0.350694444       8.4166667     582.4141     589.3734      149.6813      589.3882   0.31789  -47.32979   0.032615651  179.3574293    1.8948e-06
      0.351273148       8.4305556     582.2273     589.1788      149.6813      589.3882  -1.15258  -44.84626   0.032615651  182.4207974    1.9086e-06
      0.351851852       8.4444444     581.3983     588.3140      149.6813      589.3882  -2.62071  -42.35959   0.032615651  185.4846319    1.9651e-06
      0.352430556       8.4583333     579.9290     586.7814      149.6813      589.3882  -4.08350  -39.86573   0.032615651  188.5495223    2.0695e-06
      0.353009259       8.4722222     577.8226     584.5850      149.6813      589.3882  -5.53791  -37.36071   0.032615651  191.6160561    2.2297e-06
      0.353587963       8.4861111     575.0843     581.7308      149.6813      589.3882  -6.98089  -34.84052   0.032615652  194.6848179    2.4563e-06
      0.354166667       8.5000000     571.7203     578.2265      149.6813      589.3882  -8.40930  -32.30123   0.032615652  197.7563881    2.7634e-06
      0.354745370       8.5138889     567.7386     574.0813      149.6813      589.3882  -9.81994  -29.73893   0.032615652  200.8313420    3.1693e-06
      0.355324074       8.5277778     563.1486     569.3065      149.6813      589.3882 -11.20950  -27.14978   0.032615652  203.9102487    3.6972e-06
      0.355902778       8.5416667     557.9612     563.9151      149.6813      589.3882 -12.57461  -24.53003   0.032615652  206.9936697    4.3759e-06
      0.356481481       8.5555556     552.1887     557.9217      149.6813      589.3882 -13.91175  -21.87602   0.032615653  210.0821579    5.2412e-06
      0.357060185       8.5694444     545.8453     551.3426      149.6813      589.3882 -15.21732  -19.18425   0.032615653  213.1762565    6.3369e-06
      0.357638889       8.5833333     538.9462     544.1961      149.6813      589.3882 -16.48756  -16.45137   0.032615653  216.2764974    7.7179e-06
      0.358217593       8.5972222     531.5084     536.5017      149.6812      589.3882 -17.71861  -13.67429   0.032615654  219.3834005    9.4518e-06
      0.358796296       8.6111111     523.5506     528.2811      149.6812      589.3882 -18.90646  -10.85014   0.032615654  222.4974717    1.1624e-05
      0.359375000       8.6250000     515.0926     519.5571      149.6812      589.3882 -20.04699   -7.97641   0.032615655  225.6192020    1.4343e-05
      0.359953704       8.6388889     506.1560     510.3546      149.6812      589.3882 -21.13597   -5.05095   0.032615656  228.7490659    1.7747e-05
      0.360532407       8.6527778     496.7640     500.6996      149.6812      589.3882 -22.16907   -2.07207   0.032615656  231.8875203    2.2012e-05
      0.361111111       8.6666667     486.9410     490.6200      149.6812      589.3882 -23.14187    0.96139   0.032615657  235.0350024    2.7366e-05
      0.361689815       8.6805556     476.7132     480.1449      149.6812      589.3882 -24.04994    4.05002   0.032615658  238.1919289    3.4104e-05
      0.362268519       8.6944444     466.1081     469.3050      149.6811      589.3882 -24.88881    7.19374   0.032615660  241.3586939    4.2609e-05
      0.362847222       8.7083333     455.1547     458.1322      149.6811      589.3881 -25.65406   10.39176   0.032615661  244.5356675    5.3378e-05
      0.363425926       8.7222222     443.8835     446.6599      149.6811      589.3881 -26.34135   13.64252   0.032615662  247.7231944    6.7073e-05
      0.364004630       8.7361111     432.3265     434.9227      149.6810      589.3881 -26.94651   16.94364   0.032615664  250.9215920    8.4537e-05
      0.364583333       8.7500000     420.5168     422.9562      149.6810      589.3881 -27.46554   20.29193   0.032615666  254.1311486    1.0691e-04
      0.365162037       8.7638889     408.4890     410.7973      149.6809      589.3880 -27.89473   23.68338   0.032615668  257.3521225    1.3569e-04
      0.365740741       8.7777778     396.2791     398.4838      149.6808      589.3880 -28.23074   27.11320   0.032615669  260.5847392    1.7324e-04
      0.366319444       8.7916667     383.9240     386.0542      149.6807      589.3879 -28.47060   30.57589   0.032615671  263.8291909    2.2177e-04
      0.366898148       8.8055556     371.4621     373.5483      149.6806      589.3878 -28.61184   34.06532   0.032615671  267.0856340    2.8517e-04
      0.367476852       8.8194444     358.9325     361.0060      149.6805      589.3876 -28.65250   37.57486   0.032615671  270.3541880    3.6841e-04
      0.368055556       8.8333333     346.3755     348.4683      149.6803      589.3874 -28.59120   41.09755   0.032615669  273.6349336    4.7823e-04
      0.368634259       8.8472222     333.8322     335.9761      149.6801      589.3871 -28.42718   44.62621   0.032615665  276.9279113    6.2373e-04
      0.369212963       8.8611111     321.3445     323.5712      149.6799      589.3867 -28.16030   48.15368   0.032615656  280.2331200    8.1725e-04
      0.369791667       8.8750000     308.9546     311.2951      149.6795      589.3862 -27.79105   51.67295   0.032615642  283.5505151    1.0754e-03
      0.370370370       8.8888889     296.7056     299.1895      149.6792      589.3855 -27.32056   55.17735   0.032615617  286.8800078    1.4203e-03
      0.370949074       8.9027778     284.6406     287.2959      149.6787      589.3844 -26.75056   58.66071   0.032615580  290.2214634    1.8813e-03
      0.371527778       8.9166667     272.8029     275.6558      149.6781      589.3830 -26.08333   62.11744   0.032615522  293.5747000    2.4971e-03
      0.372106481       8.9305556     261.2358     264.3098      149.6774      589.3811 -25.32171   65.54273   0.032615434  296.9394882    3.3175e-03
      0.372685185       8.9444444     249.9823     253.2981      149.6766      589.3784 -24.46899   68.93251   0.032615306  300.3155496    4.4062e-03
