#      MET_(days)     MET_(hours)  Alt_J2_(km)  Alt_mer(km)  Perigee_(km)   Apogee_(km)  Latitude  Longitude  Eccentricity   TrueAnomly  Atm_Drag_(N)        Tn_(K)     F10.7_curr
      0.060763889       1.4583333     155.1890     160.8284      150.0000      600.0000 -14.44567 -133.79031   0.033352109  341.5568491    0.0000e+00        0.0000        116.000
      0.061111111       1.4666667     152.6137     158.5275      150.0000      600.0000 -12.82966 -132.54282   0.033352109  343.6454747    0.0000e+00        0.0000        116.000
      0.061458333       1.4750000     150.3369     156.4957      150.0000      600.0000 -11.20527 -131.31178   0.033352109  345.7354866    0.0000e+00        0.0000        116.000
      0.061805556       1.4833333     148.3629     154.7361      150.0000      600.0000  -9.57363 -130.09497   0.033352109  347.8267130    0.0000e+00        0.0000        116.000
      0.062152778       1.4916667     146.6955     153.2511      150.0000      600.0000  -7.93587 -128.89019   0.033352109  349.9189794    0.0000e+00        0.0000        116.000
      0.062500000       1.5000000     145.3376     152.0428      150.0000      600.0000  -6.29306 -127.69530   0.033352109  352.0121098    0.0000e+00        0.0000        116.000
      0.062847222       1.5083333     144.2921     151.1129      150.0000      600.0000  -4.64628 -126.50821   0.033352109  354.1059265    0.0000e+00        0.0000        116.000
      0.063194444       1.5166667     143.5607     150.4627      150.0000      600.0000  -2.99658 -125.32685   0.033352109  356.2002506    0.0000e+00        0.0000        116.000
      0.063541667       1.5250000     143.1449     150.0932      150.0000      600.0000  -1.34500 -124.14917   0.033352109  358.2949021    0.0000e+00        0.0000        116.000
      0.063888889       1.5333333     143.0455     150.0049      150.0000      600.0000   0.30742 -122.97314   0.033352109    0.3897008    0.0000e+00        0.0000        116.000
      0.064236111       1.5416667     143.2626     150.1978      150.0000      600.0000   1.95964 -121.79673   0.033352109    2.4844658    0.0000e+00        0.0000        116.000
      0.064583333       1.5500000     143.7960     150.6719      150.0000      600.0000   3.61065 -120.61792   0.033352109    4.5790166    0.0000e+00        0.0000        116.000
      0.064930556       1.5583333     144.6445     151.4262      150.0000      600.0000   5.25938 -119.43466   0.033352109    6.6731728    0.0000e+00        0.0000        116.000
      0.065277778       1.5666667     145.8065     152.4599      150.0000      600.0000   6.90481 -118.24492   0.033352109    8.7667550    0.0000e+00        0.0000        116.000
      0.065625000       1.5750000     147.2799     153.7714      150.0000      600.0000   8.54587 -117.04660   0.033352109   10.8595847    0.0000e+00        0.0000        116.000
      0.065972222       1.5833333     149.0618     155.3589      150.0000      600.0000  10.18148 -115.83759   0.033352109   12.9514846    0.0000e+00        0.0000        116.000
      0.066319444       1.5916667     151.1489     157.2200      150.0000      600.0000  11.81055 -114.61574   0.033352109   15.0422794    0.0000e+00        0.0000        116.000
      0.066666667       1.6000000     153.5372     159.3523      150.0000      600.0000  13.43196 -113.37885   0.033352109   17.1317955    0.0000e+00        0.0000        116.000
      0.067013889       1.6083333     156.2224     161.7526      150.0000      600.0000  15.04456 -112.12465   0.033352109   19.2198617    0.0000e+00        0.0000        116.000
      0.067361111       1.6166667     159.1994     164.4176      150.0000      600.0000  16.64715 -110.85083   0.033352109   21.3063094    0.0000e+00        0.0000        116.000
      0.067708333       1.6250000     162.4627     167.3435      150.0000      600.0000  18.23853 -109.55499   0.033352109   23.3909729    0.0000e+00        0.0000        116.000
      0.068055556       1.6333333     166.0064     170.5263      150.0000      600.0000  19.81742 -108.23465   0.033352109   25.4736894    0.0000e+00        0.0000        116.000
      0.068402778       1.6416667     169.8239     173.9614      150.0000      600.0000  21.38248 -106.88726   0.033352109   27.5542998    0.0000e+00        0.0000        116.000
      0.068750000       1.6500000     173.9083     177.6441      150.0000      600.0000  22.93236 -105.51018   0.033352109   29.6326486    0.0000e+00        0.0000        116.000
      0.069097222       1.6583333     178.2524     181.5693      150.0000      600.0000  24.46560 -104.10067   0.033352109   31.7085841    0.0000e+00        0.0000        116.000
      0.069444444       1.6666667     182.8483     185.7316      150.0000      600.0000  25.98070 -102.65589   0.033352109   33.7819587    0.0000e+00        0.0000        116.000
      0.069791667       1.6750000     187.6880     190.1251      150.0000      600.0000  27.47605 -101.17291   0.033352109   35.8526295    0.0000e+00        0.0000        116.000
      0.070138889       1.6833333     192.7630     194.7438      150.0000      600.0000  28.94999  -99.64871   0.033352109   37.9204577    0.0000e+00        0.0000        116.000
      0.070486111       1.6916667     198.0645     199.5815      150.0000      600.0000  30.40074  -98.08018   0.033352109   39.9853097    0.0000e+00        0.0000        116.000
      0.070833333       1.7000000     203.5835     204.6314      150.0000      600.0000  31.82644  -96.46413   0.033352109   42.0470565    0.0000e+00        0.0000        116.000
      0.071180556       1.7083333     209.3106     209.8868      150.0000      600.0000  33.22510  -94.79729   0.033352109   44.1055745    0.0000e+00        0.0000        116.000
      0.071527778       1.7166667     215.2362     215.3406      150.0000      600.0000  34.59462  -93.07636   0.033352109   46.1607451    0.0000e+00        0.0000        116.000
      0.071875000       1.7250000     221.3506     220.9854      150.0000      600.0000  35.93280  -91.29800   0.033352109   48.2124552    0.0000e+00        0.0000        116.000
      0.072222222       1.7333333     227.6437     226.8136      150.0000      600.0000  37.23727  -89.45890   0.033352109   50.2605973    0.0000e+00        0.0000        116.000
      0.072569444       1.7416667     234.1055     232.8175      150.0000      600.0000  38.50555  -87.55580   0.033352109   52.3050695    0.0000e+00        0.0000        116.000
      0.072916667       1.7500000     240.7256     238.9892      150.0000      600.0000  39.73504  -85.58554   0.033352109   54.3457754    0.0000e+00        0.0000        116.000
      0.073263889       1.7583333     247.4938     245.3204      150.0000      600.0000  40.92296  -83.54516   0.033352109   56.3826246    0.0000e+00        0.0000        116.000
      0.073611111       1.7666667     254.3995     251.8029      150.0000      600.0000  42.06642  -81.43194   0.033352109   58.4155327    0.0000e+00        0.0000        116.000
      0.073958333       1.7750000     261.4323     258.4283      150.0000      600.0000  43.16241  -79.24349   0.033352109   60.4444209    0.0000e+00        0.0000        116.000
      0.074305556       1.7833333     268.5816     265.1880      150.0000      600.0000  44.20779  -76.97792   0.033352109   62.4692165    0.0000e+00        0.0000        116.000
      0.074652778       1.7916667     275.8369     272.0732      150.0000      600.0000  45.19932  -74.63386   0.033352109   64.4898529    0.0000e+00        0.0000        116.000
      0.075000000       1.8000000     283.1876     279.0752      150.0000      600.0000  46.13369  -72.21067   0.033352109   66.5062693    0.0000e+00        0.0000        116.000
      0.075347222       1.8083333     290.6232     286.1850      150.0000      600.0000  47.00754  -69.70853   0.033352109   68.5184111    0.0000e+00        0.0000        116.000
      0.075694444       1.8166667     298.1334     293.3937      150.0000      600.0000  47.81753  -67.12858   0.033352109   70.5262293    0.0000e+00        0.0000        116.000
      0.076041667       1.8250000     305.7076     300.6922      150.0000      600.0000  48.56032  -64.47305   0.033352109   72.5296814    0.0000e+00        0.0000        116.000
      0.076388889       1.8333333     313.3358     308.0713      150.0000      600.0000  49.23272  -61.74536   0.033352109   74.5287305    0.0000e+00        0.0000        116.000
      0.076736111       1.8416667     321.0075     315.5220      150.0000      600.0000  49.83165  -58.95020   0.033352109   76.5233456    0.0000e+00        0.0000        116.000
      0.077083333       1.8500000     328.7129     323.0351      150.0000      600.0000  50.35430  -56.09358   0.033352109   78.5135017    0.0000e+00        0.0000        116.000
      0.077430556       1.8583333     336.4419     330.6013      150.0000      600.0000  50.79813  -53.18281   0.033352109   80.4991793    0.0000e+00        0.0000        116.000
      0.077777778       1.8666667     344.1849     338.2115      150.0000      600.0000  51.16098  -50.22643   0.033352109   82.4803650    0.0000e+00        0.0000        116.000
      0.078125000       1.8750000     351.9321     345.8565      150.0000      600.0000  51.44112  -47.23411   0.033352109   84.4570508    0.0000e+00        0.0000        116.000
      0.078472222       1.8833333     359.6742     353.5271      150.0000      600.0000  51.63728  -44.21644   0.033352109   86.4292341    0.0000e+00        0.0000        116.000
      0.078819444       1.8916667     367.4019     361.2142      150.0000      600.0000  51.74876  -41.18468   0.033352109   88.3969182    0.0000e+00        0.0000        116.000
      0.079166667       1.9000000     375.1061     368.9086      150.0000      600.0000  51.77537  -38.15052   0.033352109   90.3601114    0.0000e+00        0.0000        116.000
      0.079513889       1.9083333     382.7779     376.6015      150.0000      600.0000  51.71753  -35.12571   0.033352109   92.3188275    0.0000e+00        0.0000        116.000
      0.079861111       1.9166667     390.4087     384.2837      150.0000      600.0000  51.57618  -32.12178   0.033352109   94.2730851    0.0000e+00        0.0000        116.000
      0.080208333       1.9250000     397.9900     391.9463      150.0000      600.0000  51.35283  -29.14975   0.033352109   96.2229084    0.0000e+00        0.0000        116.000
      0.080555556       1.9333333     405.5136     399.5806      150.0000      600.0000  51.04944  -26.21983   0.033352109   98.1683261    0.0000e+00        0.0000        116.000
      0.080902778       1.9416667     412.9714     407.1779      150.0000      600.0000  50.66844  -23.34123   0.033352109  100.1093718    0.0000e+00        0.0000        116.000
      0.081250000       1.9500000     420.3556     414.7294      150.0000      600.0000  50.21260  -20.52199   0.033352109  102.0460840    0.0000e+00        0.0000        116.000
      0.081597222       1.9583333     427.6587     422.2268      150.0000      600.0000  49.68502  -17.76885   0.033352109  103.9785055    0.0000e+00        0.0000        116.000
      0.081944444       1.9666667     434.8734     429.6615      150.0000      600.0000  49.08901  -15.08726   0.033352109  105.9066838    0.0000e+00        0.0000        116.000
      0.082291667       1.9750000     441.9924     437.0253      150.0000      600.0000  48.42802  -12.48139   0.033352109  107.8306706    0.0000e+00        0.0000        116.000
      0.082638889       1.9833333     449.0089     444.3101      150.0000      600.0000  47.70562   -9.95414   0.033352109  109.7505218    0.0000e+00        0.0000        116.000
      0.082986111       1.9916667     455.9163     451.5079      150.0000      600.0000  46.92540   -7.50729   0.033352109  111.6662973    0.0000e+00        0.0000        116.000
      0.083333333       2.0000000     462.7081     458.6108      150.0000      600.0000  46.09092   -5.14157   0.033352109  113.5780611    0.0000e+00        0.0000        116.000
      0.083680556       2.0083333     469.3781     465.6111      150.0000      600.0000  45.20568   -2.85683   0.033352109  115.4858810    0.0000e+00        0.0000        116.000
      0.084027778       2.0166667     475.9202     472.5012      150.0000      600.0000  44.27310   -0.65214   0.033352109  117.3898282    0.0000e+00        0.0000        116.000
      0.084375000       2.0250000     482.3289     479.2739      150.0000      600.0000  43.29644    1.47405   0.033352109  119.2899778    0.0000e+00        0.0000        116.000
      0.084722222       2.0333333     488.5984     485.9219      150.0000      600.0000  42.27886    3.52382   0.033352109  121.1864081    0.0000e+00        0.0000        116.000
      0.085069444       2.0416667     494.7236     492.4381      150.0000      600.0000  41.22333    5.49964   0.033352109  123.0792009    0.0000e+00        0.0000        116.000
      0.085416667       2.0500000     500.6993     498.8157      150.0000      600.0000  40.13267    7.40428   0.033352109  124.9684409    0.0000e+00        0.0000        116.000
      0.085763889       2.0583333     506.5206     505.0480      150.0000      600.0000  39.00952    9.24073   0.033352109  126.8542160    0.0000e+00        0.0000        116.000
      0.086111111       2.0666667     512.1828     511.1285      150.0000      600.0000  37.85637   11.01212   0.033352109  128.7366172    0.0000e+00        0.0000        116.000
      0.086458333       2.0750000     517.6815     517.0510      150.0000      600.0000  36.67555   12.72163   0.033352109  130.6157378    0.0000e+00        0.0000        116.000
      0.086805556       2.0833333     523.0124     522.8094      150.0000      600.0000  35.46921   14.37252   0.033352109  132.4916744    0.0000e+00        0.0000        116.000
      0.087152778       2.0916667     528.1714     528.3978      150.0000      600.0000  34.23937   15.96800   0.033352109  134.3645255    0.0000e+00        0.0000        116.000
